Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Mª O.|5,0 de 5 estrellas|Muy bueno|Revisado en España el 2 de agosto de 2018|Todas las laminas son muy parecid as, una frase central y un fondo con motivos diversos. Me gusta que los fondos no sean demasiado detallados, se pintan xon rotuladores en una horita de relax|A 3 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Esther|5,0 de 5 estrellas|Una forma original de colorear|Revisado en España el 6 de febrero de 2018|Lo pedí para regalarselo a una persona especial, y enseguida encargué otro para mí. Es super original, porque no solo te entretienes coloreando, sino que además te animas con las frases positivas que trae. Está genial y totalmente recomendado.|A 3 personas les ha parecido esto útil
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|david|5,0 de 5 estrellas|Son Rubio|Revisado en España el 12 de abril de 2019|Quien no conoce estos cuadernillos? los típicos que hacíamos en verano y que ahora heredan de nuestros conocimientos/costumbres nuestros hijos. Los venden en cualquier papelería, si los compro por aquí es porque tengo prime o porque lo meto con mas productos. Si lo conoces, adelante con tu pedido, pero si no es el caso, en una papelería te enseñarán muchos cuadernillos diferentes con diferentes dificultades/materias.|A 2 personas les ha parecido esto útil
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|Amaia|4,0 de 5 estrellas|Estaría mejor una letra en cada página|Revisado en España el 9 de noviembre de 2019|Me ha gustado que repase todas las letras mayúsculas de forma amena para los niños. La edad es adecuada para 4 años.Recomiendo a los editores que estaría mejor que cada letra ocupara una página entera cada una ya que hay letras que comparten hoja y creo que se le debería dar la misma importancia a todas ellas.|
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|Maria CM|5,0 de 5 estrellas|Buena metodología|Revisado en España el 2 de abril de 2020|Me gusta mucho la metodología, la forma en que el cuaderno explica cada trazo de las letras y el hecho de que estén ordenadas según dificultad. La única pega que le veo es que sólo es una página por letra, y tratándose de aprendizaje estaría bien que fueran ejercicios algo más extensos.|
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|Aname|5,0 de 5 estrellas|Lo que esperaba|Revisado en España el 6 de marzo de 2020|Es para que los niñ@s empiecen con los trazos de las mayúsculas. Muy entretenido porque tienen que pintar un dibujo, después repiten la letra, la grafía y por último palabras que tienen esa letra. Mi hija de 4 años lo utiliza sin problemas|
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|Cliente Amazon|5,0 de 5 estrellas|Ideal para el verano|Revisado en España el 16 de agosto de 2019|Mi hija hace una página cada dos días y le estoy notando los avances. Es para 3-4 años, es decir, Infantil, cuando están aprendiendo las mayúsculas.|
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|iker2002|5,0 de 5 estrellas|EDUCATIVO|Revisado en España el 1 de marzo de 2020|Antes que nada señalar que el envío llegó puntual y dentro del tiempo estimado de entrega.Considero un buen cuaderno para niños de 3 años, para su inicio en sus habilidades.|
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|malichus|5,0 de 5 estrellas|Un clásico de siempre|Revisado en España el 7 de agosto de 2019|Ideal para refrescar en las vacaciones lo aprendido durante el curso|A una persona le ha parecido esto útil
Rubio MAY - Cuaderno mayúsculas: 1 (Mayúsculas RUBIO)|Rebeca|5,0 de 5 estrellas|Excelente|Revisado en España el 5 de abril de 2020|Es ideal para que los niños puedan aprender escribiendo letras y  leer palabras. Son de toda la vida|
Leer con el Método Montessori: Cuaderno de actividades con letras, tarjetas y recortables|Cliente Amazon|5,0 de 5 estrellas|Recomendable 100%|Revisado en España el 18 de febrero de 2020|Perfecto para aprender a leer|A 3 personas les ha parecido esto útil
Leer con el Método Montessori: Cuaderno de actividades con letras, tarjetas y recortables|Raquel|5,0 de 5 estrellas|Cuaderno tal y como lo esperaba!|Revisado en España el 29 de marzo de 2020|Excelente cuaderno para aprender a leer! 100% recomendable|
La suerte de los idiotas|MARIA JOSE MARTINEZ DELGADO|5,0 de 5 estrellas|Adictiva|Revisado en España el 11 de agosto de 2019|Descubrí al autor gracias a Amazon Prime Reading y sólo puedo dedicarle buenas palabras.En este libro nos encontramos con el policía Lucas Acevedo y una vibrante aventura que transcurre en Vigo.100%recomendable ,como todos los libros de este autor .|A 23 personas les ha parecido esto útil
La suerte de los idiotas|Jacinto|3,0 de 5 estrellas|NO ES PARA TANTO|Revisado en España el 17 de agosto de 2019|Cuando junto al titulo de un libro se acompaña un autobombo tan marcado como este, ya te hace sospechar. Si las criticas en general son tan buenas tambíen. De todas formas no puedo decir que el libro sea malo. Es bastante distraido y mucho mejor que otros anglosajones que idolatramos, como Dan Brown.Parece que hay unos parametros fijos en la novela negra: el protagonista debe ser casi alcoholico (hasta el punto que parece dificil que pueda hacer todo lo que hace con unas dosis semejante de alcohol en sangre), por supuesto de una integridad intachable sin dobleces: nunca acepta sobornos ni se aprovecha de las mujeres que se ponen a tiro, etc, etc.El malo, al final no parece tan idiota salvo por el motivo que le mueve, que resulta increible...en realidad es bastante listo.|A 17 personas les ha parecido esto útil
La suerte de los idiotas|Cliente|5,0 de 5 estrellas|Muy buena presentación de Lucas Acevedo|Revisado en España el 30 de abril de 2019|Me la he leído en un suspiro. Ya desde esa primera página que te llena de preguntas, intuyes que detrás va a haber una historia sorprendente. Lucas Acevedo, el policía protagonista es un tipo solitario que tropieza por accidente con un caso de maltrato. Decide intervenir y eso desencadena una serie de hechos que acabarán sembrando de cadáveres la ciudad de Vigo. Ambientada en los alrededores de esta, La suerte de los idiotas parece el perfecto arranque para una saga de casos de este policía.|A 9 personas les ha parecido esto útil
La suerte de los idiotas|Antonio Pascual-García|5,0 de 5 estrellas|UNA APUESTA SEGURA|Revisado en España el 11 de enero de 2020|Cada vez que termino de leer una obra de este escritor español me quedo con muy buenas sensaciones. Roberto tiene mucha paciencia y es muy metódico en su trabajo. La sencillez de su prosa, muy difícil de conseguir en la literatura, es otra de sus grandes virtudes. Quiero dar la enhorabuena al autor de esta novela, porque me ha gustado mucho. Y añadir que elegir leer algo de Roberto Martínez Guzmán es una apuesta segura.|A 6 personas les ha parecido esto útil
La suerte de los idiotas|Fabian|2,0 de 5 estrellas|Una lástima|Revisado en España el 16 de enero de 2020|Prometedor comienzo. Bien narrado y buenas expectativas, pero sólo en las primeras tres cuartas partes del libro. El último cuarto: decepcionante. Situaciones inverosímiles con unos malos muy lerdos. Y el desenlace se desvanece entre lo incongruente y lo absurdo, y acaba en la decepción. Evidentemente, no voy a seguir leyendo la saga del tal Lucas y creo que tampoco leeré a Eva.|A 4 personas les ha parecido esto útil
La suerte de los idiotas|Paco|4,0 de 5 estrellas|Novela con claro sabor a clásico|Revisado en España el 2 de marzo de 2020|Lucas Acevedo, agente de la UDYCO,  protagoniza una trama que se desarrolla en la provincia de Pontevedra y que va de menos a más, con una primera parte que tiene un ritmo de lectura más bien pausado, pero adictivo e intrigante por todo lo que sucede en esos capítulos, hasta que se suceden una serie de episodios que originan un gran giro que incrementa el ritmo, que a mí se me hizo más bien frenético, sobre todo a medida que el desenlace está cada vez más próximo. A lo que acabo de comentar añado que, quienes disfruten de lo negrocriminal, se encuentran en esta novela que hoy reseño con una historia que entretiene desde las primeras páginas hasta que nos acercamos al desenlace casi sin darnos cuenta, porque es de las que se leen en una o dos sentadas, según el ritmo lector de cada uno. Aparte del entretenimiento, el lector se encontrará con una alta dosis de intriga y de acción, sobre todo en la que podría decirse que es la segunda parte de la trama, porque en ella hay ingredientes más propios de una novela negra, en los que la acción estará también muy presente.A medida que éstos se sucedían me decía que el protagonista narraba una historia con un claro sabor a clásico, en el que juega al despiste con el lector con una serie de pistas falsas a lo largo de su relato, y también me decía que estábamos ante una trama de espacios cerrados. Porque todas las escenas vitales se desarrollan en habitaciones cerradas, aunque en distintos inmuebles, que el narrador describe con más detalle para que el lector se pueda imaginar cómo son, sobre todo si la escena requiere una mayor visualización.La suerte de los idiotas está escrita con un estilo directo y un lenguaje sencillo y cercano, en el que utiliza, sobre todo en la segunda parte de la trama, diálogos y expresiones propias de lo negrocriminal, aunque también se encontrarán reflexiones del narrador e incluso diría que también alguna frase lapidaria con la que el lector se familiariza con su forma de entender el mundo que le rodea. La novela tiene también su banda sonora, pues el protagonista es muy aficionado al rhytm and blues, del que mencionará algunas canciones y fragmentos a lo largo de los capítulos. Sin duda alguna, merece la pena acercarse a la narrativa de este escritor ourensano, que se va afianzando como un autor independiente cuyas novelas atraen la atención del lector y en las que, como dice en su biografía, la intriga es un requisito innegociable, por lo que el entretenimiento está asegurado hasta el desenlace.|A 2 personas les ha parecido esto útil
La suerte de los idiotas|Marcial|5,0 de 5 estrellas|La suerte de los idiotas|Revisado en España el 21 de septiembre de 2019|Novela negra y de intriga policiaca que te mantiene el interés a lo largo de la misma y hasta el final. Me ha gustado el personaje principal y el entorno en el que se mueve es perfectamente reconocible a los que disfrutamos de esta preciosa ciudad de Vigo.|A 3 personas les ha parecido esto útil
La suerte de los idiotas|Jorge Fernández García|5,0 de 5 estrellas|Roberto Martínez Guzmán, un gran descubrimiento.|Revisado en España el 6 de agosto de 2019|Una novela que me ha recordado mucho a Michael Connelly y creo que con eso lo digo todo.|A 5 personas les ha parecido esto útil
Ejercicios de cálculo 6-7 años (Aprendo jugando)|Esther|4,0 de 5 estrellas|Justo lo que estaba buscando.|Revisado en España el 9 de enero de 2020|Buenos ejercicios de sumas y restas en castellano para mi hijo de seis años y medio de primero de primaria. Con múltiples dibujos para colorear y ejercicios en los que tienen que dibujar por ejemplo las flores que faltan a un lado del igual para que sean el mismo número que las del otro lado. Dinámico y divertido.|A 6 personas les ha parecido esto útil
Ejercicios de cálculo 6-7 años (Aprendo jugando)|Lorena P.|5,0 de 5 estrellas|Didáctico y entretenido|Revisado en España el 2 de mayo de 2018|Es un libro fino de tapa blanda e impreso en blanco y negro. Tiene actividades de sumas y restas, sumas acumulativas, seriación, clasificación... Incluso en algunos hay que colorear. Yo diría que más bien es para niños de 5-6 años. Mi hijo tiene 5 años (segundo curso de infantil) y sólo ha necesitado que le expliquemos lo que hay que hacer en cada ejercicio.|A 7 personas les ha parecido esto útil
Ejercicios de cálculo 6-7 años (Aprendo jugando)|Maria M.|5,0 de 5 estrellas|Exactamente lo que buscaba  para 6 años|Revisado en España el 23 de febrero de 2020|Es un libro con sumas ,rectas,(sin llevar) problemas y signos de mayor y menor.Mi hija esta en primero de primaria y aunque le resulte fáciles de hacer, se entretiene bastante y a la vez va cogiendo práctica .Es exactamente lo que buscaba para su edad y le sirve de repaso ,además tiene algunos ejercicios de colorear y dibujar que también lo hace divertido|A 2 personas les ha parecido esto útil
